ARG_Family	ARG	Primer
cph	cphA5	cphA5_1_AY227051
cph	cphA6	cphA6_1_AY227052
cph	cphA7	cphA7_1_AY227053
cph	cphA8	cphA8_1_AY261375
ddl	ddlA2	ddlA2-Sc_2_AL939117
dfr	dfrA1	dfrA1_1_X00926
dfr	dfrA1	dfrA1_2_AJ419168
dfr	dfrA1	dfrA1_25_AJ844287
dfr	dfrA1	dfrA1_30_JQ690541
dfr	dfrA1	dfrA1_5_AJ238350
dfr	dfrA10	dfrA10_1_L06418
dfr	dfrA12	dfrA12_1_AB571791
dfr	dfrA13	dfrA13_1_Z50802
dfr	dfrA14	dfrA14_1_DQ388123
dfr	dfrA14	dfrA14_1_Z50805
dfr	dfrA15	dfrA15_1_HM449019
dfr	dfrA15b	dfrA15b_1_AJ867237
dfr	dfrA16	dfrA16_1_AF077008
dfr	dfrA16	dfrA16_1_DQ316603
dfr	dfrA16	dfrA16_1_FN561628
dfr	dfrA17	dfrA17_1_FJ460238
dfr	dfrA18	dfrA18_1_AJ310778
dfr	dfrA20	dfrA20_1_AJ605332
dfr	dfrA21	dfrA21_1_AM932669
dfr	dfrA22	dfrA22_1_HM173356
dfr	dfrA23	dfrA23_1_AJ746361
dfr	dfrA24	dfrA24_1_AJ972619
dfr	dfrA25	dfrA25_1_DQ267940
dfr	dfrA26	dfrA26_1_AM403715
dfr	dfrA27	dfrA27_1_FJ459817
dfr	dfrA28	dfrA28_2_FM877476
dfr	dfrA29	dfrA29_1_AM237806
dfr	dfrA3	dfrA3_1_J03306
dfr	dfrA30	dfrA30_1_AM997279
dfr	dfrA31	dfrA31_1_AB200915
dfr	dfrA32	dfrA32_1_GU067642
dfr	dfrA33	dfrA33_1_FM957884
dfr	dfrA3b	dfrA3b_1_AY878717
dfr	dfrA5	dfrA5_1_X12868
dfr	dfrA6	dfrA6_1_Z86002
dfr	dfrA7	dfrA7_1_AJ419170
dfr	dfrA7	dfrA7_1_JF806498
dfr	dfrA8	dfrA8_1_U10186
dfr	dfrA9	dfrA9_1_X57730
dfr	dfrB1	dfrB1_2_U36276
dfr	dfrB2	dfrB2_1_DQ839391
dfr	dfrB3	dfrB3_1_FM877478
dfr	dfrB3	dfrB3_1_X72585
dfr	dfrB4	dfrB4_1_FM877484
dfr	dfrB5	dfrB5_1_AY943084
dfr	dfrB6	dfrB6_1_DQ274503
dfr	dfrB7	dfrB7_1_DQ993182
dfr	dfrB8	dfrB8_1_GU295656
dfr	dfrD	dfrD_1_Z50141
dfr	dfrG	dfrG_1_AB205645
dfr	dfrK	dfrK_1_FN377602
dfr	dfrK	dfrK_4_FN677369
dfr	dfrK	dfrK_8_FN812951
ere	EreA	ere_A__1_AY183453
ere	EreA	ere_A__2_AF099140
ere	EreA	ere_A__3_AF326209
ere	EreA	ere_A__4_AF512546
ere	EreA	ere_A__5_FN396877
ere	EreB	ere_B__1_A15097
ere	EreB	ere_B__2_X03988
erm	Erm(30)	erm_30__1_AF079138
erm	Erm(31)	erm_31__1_AF079138
erm	erm(32)	erm_32__1_AJ009971
erm	Erm(33)	erm_33__1_AJ579365
erm	Erm(33)	erm_33__1_AJ579365
erm	Erm(34)	erm_34__1_AY234334
erm	Erm(35)	erm_35__1_AF319779
erm	Erm(36)	erm_36__1_AF462611
erm	Erm(38)	erm_38__1_AY154657
erm	Erm(39)	erm_39__1_AY487229
erm	erm(40)	erm_40__1_AY570506
erm	Erm(41)	erm_41__1_EU177504
erm	Erm(42)	erm_42__1_FR734406
erm	Erm(42)	erm_42__2_AB601890
erm	Erm(43)	erm_43__1_HE650138
erm	Erm(44)	erm_44__1_HG796218
erm	Erm(44)v	erm_44_v_1_LN623525
erm	erm(45)	erm_45__1_LN680996
erm	erm(46)	erm_46__1_KM679362
erm	Erm(47)	erm_47__1_KU612222
erm	Erm(48)	erm_48__1_LT223129
erm	ErmA	erm_A__1_X03216
erm	ErmA	erm_A__2_AF002716
erm	ErmA	erm_A__3_EU348758
erm	ErmB	erm_B__1_JN899585
erm	ErmB	erm_B__10_U86375
erm	ErmB	erm_B__11_M19270
erm	ErmB	erm_B__12_U18931
erm	ErmB	erm_B__15_U48430
erm	ErmB	erm_B__18_X66468
erm	ErmB	erm_B__2_K00551
erm	ErmB	erm_B__20_AF109075
erm	ErmB	erm_B__21_U35228
erm	ErmB	erm_B__22_X52632
erm	ErmB	erm_B__23_Y00116
erm	ErmB	erm_B__24_M11180
erm	ErmB	erm_B__25_X72021
erm	ErmB	erm_B__26_AF080450
erm	ErmB	erm_B__6_AF242872
erm	ErmB	erm_B__7_AF368302
erm	ErmB	erm_B__9_AF299292
erm	ErmC	erm_C__1_V01278
erm	ErmC	erm_C__10_Y09002
erm	ErmC	erm_C__12_Y09003
erm	ErmC	erm_C__13_M13761
erm	ErmC	erm_C__14_M12730
erm	ErmC	erm_C__15_U82607
erm	ErmC	erm_C__16_AF019140
erm	ErmC	erm_C__2_M19652
erm	ErmC	erm_C__3_M17990
erm	ErmC	erm_C__6_X82668
erm	ErmC	erm_C__9_Y09001
erm	ErmD	erm_D__1_M29832
erm	ErmD	erm_D__2_L08389
erm	ErmD	erm_D__3_M77505
erm	ErmE	erm_E__1_X51891
erm	ErmE	erm_E__2_M11200
erm	ErmF	erm_F__1_M14730
erm	ErmF	erm_F__2_M17124
erm	ErmF	erm_F__3_M17808
erm	ErmF	erm_F__4_M62487
erm	ErmG	erm_G__1_M15332
erm	ErmG	erm_G__2_L42817
erm	ErmH	erm_H__1_M16503
erm	ErmN	erm_N__1_X97721
erm	ErmO	erm_O__1_M74717
erm	ErmO	erm_O__2_AJ223970
erm	ErmQ	erm_Q__1_L22689
erm	ErmR	erm_R__1_M11276
erm	ErmR	erm_R__2_AY623658
erm	ErmS	erm_S__1_M19269
erm	ErmT	erm_T__1_M64090
erm	ErmT	erm_T__2_AY894138
erm	ErmT	erm_T__3_AF310974
erm	ErmT	erm_T__4_AJ488494
erm	ErmV	erm_V__1_U59450
erm	ErmW	erm_W__1_D14532
erm	ErmX	erm_X__1_M36726
erm	ErmX	erm_X__2_X51472
erm	ErmX	erm_X__3_U21300
erm	ErmX	erm_X__4_NC_005206
erm	ErmY	erm_Y__1_AB014481
erm	ermZ	erm_Z__1_AM709783
est	EstDL136	EstDL136_1_JN242251
fex	fexA	fexA_1_AJ549214
fex	fexB	fexB_1_JN201336
floR	floR	floR_1_AF071555
floR	floR	floR_2_AF118107
fmrO	fmrO	fmrO_1_Q08325
fom	FomA	fomA_1_AB016934
fom	FomB	fomB_1_AB016934
fos	Fos	fos_1_ACCV01000052
fos	Fos	fos_2_FN543093
fos	FosA	fosA_1_M85195
fos	FosA	fosA_2_AGDM01000012
fos	FosA	fosA_3_ACWO01000079
fos	FosA	fosA_4_ACWU01000146
fos	FosA	fosA_5_AFBO01000747
fos	FosA	fosA_6_ACZD01000244
fos	FosA	fosA_7_AEXB01000013
fos	FosA2	fosA2_1_EU487198
fos	FosA3	fosA3_1_AB522970
fos	FosA4	fosA4_1_AB908992
fos	FosA5	fosA5_1_EU195449
fos	FosA6	fosA6_1_KU254579
fos	FosA7	fosA7_1_LAPJ01000014
fos	FosB	fosB_1_X54227
fos	FosB	fosB_2_X89875
fos	FosB	fosB_3_ACHE01000077
fos	FosB	fosB_4_CP000029
fos	FosB	fosB_5_AJ605334
fos	FosB1	fosB1_1_CP001903
fos	FosB1	fosB1_2_KP795112
fos	FosB2	fosB2_1_AE016879
fos	FosB3	fosB3_1_HQ219726
fos	FosB4	fosB4_1_KR870311
fos	FosB5	fosB5_1_KT032253
fos	FosB6	fosB6_1_KR870314
fos	FosC	fosC_1_Z33413
fos	FosC2	fosC2_1_AB522969
fos	FosD	fosD_1_KC989517
fos	FosE	fosE_1_AB901041
fos	FosE	fosE_2_AY029772
fos	FosF	fosF_1_AY294333
fos	FosG	fosG_1_DQ112222
fos	FosK	fosK_1_AB917040
fos	FosX	fosX_1_AP010904
fos	FosX	fosX_2_AL591981
fos	FosX	fosX_3_CP003505
fos	FosX	fosX_4_DQ342344
fus	fusB	fusB_1_AM292600
fus	fusB	fusB_3_JF777505
grm	grmA	grmA_1_M55520
grm	grmB	grmB_1_M55521
grm	grmO	grmO_1_AY524043
hug	hugA	hugA_1_AF324468
imi	imiH	imiH_1_AJ548797
imi	imiS	imiS_1_Y10415
kam	kamB	kamB_1_AJ629123
kam	kgmB	kgmB_1_S60108
lmr	lmrA	lmr_A__1_X59926
lmr	lmrB	lmr_B__1_X62867
lmr	lmrB	lmr_B__1_X62867
lnu	lnuA	lnu_A__1_M14039
lnu	lnuB	lnu_B__1_AJ238249
lnu	lnuB	lnu_B__2_JQ861959
lnu	lnuC	lnu_C__1_AY928180
lnu	lnuD	lnu_D__1_EF452177
lnu	lnuE	lnu_E__1_KF287643
lnu	lnuF	lnu_F__1_EU118119
lnu	lnuF	lnu_F__2_DQ836009
lnu	lnuF	lnu_F__3_AJ561197
lnu	lnuG	lnu_G__1_KX470419
lnu	lnuP	lnu_P__1_FJ589781
lsa	lsaA	lsa_A__1_AY225127
lsa	lsaA	lsa_A__3_AY737526
lsa	lsaB	lsa_B__1_AJ579365
lsa	lsaC	lsa_C__1_HM990671
lsa	lsaE	lsa_E__1_AF408195
mcr	Mcr_1_8	mcr_1_8_1_KY683842
mcr	Mcr-1	mcr-1_1_KP347127
mcr	Mcr-1_10	mcr-1_10_1_MF176238
mcr	Mcr-1_11	mcr-1_11_1_KY853650
mcr	Mcr-1_12	mcr-1_12_1_LC337668
mcr	Mcr-1_2	mcr-1_2_1_KX236309
mcr	Mcr-1_3	mcr-1_3_1_KU934208
mcr	Mcr-1_4	mcr-1_4_1_KY041856
mcr	Mcr-1_5	mcr-1_5_1_KY283125
mcr	Mcr-1_6	mcr-1_6_1_KY352406
mcr	Mcr-1_7	mcr-1_7_1_KY488488
mcr	Mcr-1_9	mcr-1_9_1_KY964067
mcr	Mcr-2	mcr-2_1_LT598652
mcr	Mcr-2_2	mcr-2_2_1_NG055496
mcr	Mcr-3	mcr-3_1_NG055493
mcr	Mcr-3 mcr-3_2_NG055497	mcr-3_2_NG055497
mcr	Mcr-3_1	mcr-3_1_KY924928
mcr	Mcr-3_10	mcr-3_10_1_MG214533
mcr	Mcr-3_11	mcr-3_11_1_MG489958
mcr	Mcr-3_2	mcr-3_2_1_NG055523
mcr	Mcr-3_4	mcr-3_4_1_NG055492
mcr	Mcr-3_5	mcr-3_5_1_MF463699
mcr	Mcr-4_1	mcr-4_1_1_MF543359
mcr	Mcr-4_2	mcr-4_2_1_MG581979
mcr	Mcr-4_2	mcr-4_2_2_MG026621
mcr	Mcr-4_3	mcr-4_3_1_ERS1801979
mcr	Mcr-5	mcr-5_1_KY807921
mcr	Mcr-5_2	mcr-5_2_1_MG384740
mcr	Mcr-6_1	mcr-6_1_1_MF176240
mcr	Mcr-7_1	mcr-7_1_1_MG267386
mec	mecA	mecA_10_AB512767
mec	mecA	mecA_14_AB505630
mec	mecA	mecA_15_AB505628
mec	mecA	mecA_4_AB033763
mec	mecA	mecA_7_BA000018
mec	mecC	mecC_1_FR823292
mec	mecC	mecC_2_FR821779
mef	mefA	mef_A__1_AJ971089
mef	mefA	mef_A__10_AF376746
mef	mefA	mef_A__2_U83667
mef	mefA	mef_A__3_AF227521
mef	mefA	mef_A__4_AF274302
mef	mefA	mef_A__5_AF227520
mef	mefB	mef_B__1_FJ196385
mef	mefC	mef_C__1_AB571865
mph	mphA	mph_A__1_D16251
mph	mphA	mph_A__2_U36578
mph	mphB	mph_B__1_D85892
mph	mphC	mph_C__1_AB013298
mph	mphC	mph_C__2_AF167161
mph	mphD	mph_D__1_AB048591
mph	mphE	mph_E__3_EU294228
mph	mphE	mph_E__5_DQ839391
mph	mphF	mph_F__1_AM260957
mph	mphG	mph_G__1_AB571865
msr	msrA	msr_A__1_X52085
msr	msrA	msr_A__2_AB013298
msr	msrA	msr_A__3_M81802
msr	msrC	msr_C__1_AY004350
msr	msrC	msr_C__2_AF313494
msr	msrD	msr_D__2_AF274302
msr	msrD	msr_D__3_AF227520
msr	msrE	msr_E__1_FR751518
msr	msrE	msr_E__4_EU294228
nim	nimA	nimA_1_X71444
nim	nimB	nimB_1_X71443
nim	nimC	nimC_1_X76948
nim	nimD	nimD_1_X76949
nim	nimE	nimE_1_AJ244018
nim	nimE	nimE_1_AM042593
nim	nimF	nimF_1_AJ515145
nim	nimH	nimH_1_KX576455
nim	nimI	nimI_1_FJ940883
nim	nimI	nimI_1_FJ940884
nim	nimI	nimI_1_FJ940886
nim	nimI	nimI_1_FJ940887
nim	nimI	nimI_1_FJ940889
nim	nimJ	nimJ_1_NZ_JH815495
npm	npmA	npmA_1_AB261016
ole	oleB	ole_B__1_L36601
ole	oleC	ole_C__1_L06249
optr	optrA	optrA_1_KP399637
optr	optrA	optrA_10_KT601170
optr	optrA	optrA_11_KX620934
optr	optrA	optrA_12_KX620936
optr	optrA	optrA_13_KX620939
optr	optrA	optrA_14_KX620941
optr	optrA	optrA_15_KX620942
optr	optrA	optrA_16_AMBD01000029
optr	optrA	optrA_17_ALZI01000051
optr	optrA	optrA_18_ALMH01000001
optr	optrA	optrA_19_ALMN01000021
optr	optrA	optrA_2_KT862781
optr	optrA	optrA_20_ALMZ01000078
optr	optrA	optrA_3_KT862780
optr	optrA	optrA_4_KT862777
optr	optrA	optrA_5_KT862783
optr	optrA	optrA_6_KT862784
optr	optrA	optrA_7_KT862775
optr	optrA	optrA_8_KT862782
optr	optrA	optrA_9_KT892063
oqx	oqxA	oqxA_1_EU370913
oqx	oqxB	oqxB_1_EU370913
otr	otrA	otr_A__1_X53401
otr	otrB	otr_B__1_AF079900
otr	otrC	otr_C__1_AY509111
pen	penA	penA_1_AF515059
pex	pexA	pexA_1_HM537013
pom	POM-1	POM-1_1_GU002295
qep	QepA	qepA_1_FJ167861
qep	QepA1	qepA1_1_AB263754
qep	QepA2	qepA2_1_EU847537
qep	QepA3	qepA3_1_JQ064560
qep	QepA4	qepA4_1_KX580704
qnr	QnrA1	qnrA1_1_AY070235
qnr	QnrA2	qnrA2_1_AY675584
qnr	QnrA3	qnrA3_1_DQ058661
qnr	QnrA4	qnrA4_1_DQ058662
qnr	QnrA5	qnrA5_1_DQ058663
qnr	QnrA6	qnrA6_1_DQ151889
qnr	QnrA7	qnrA7_1_GQ463707
qnr	QnrA8	qnrA8_1_KY554783
qnr	QnrB1	qnrB1_1_DQ351241
qnr	QnrB10	qnrB10_1_DQ631414
qnr	QnrB10	qnrB10_2_HM439644
qnr	QnrB11	qnrB11_1_EF653270
qnr	QnrB12	qnrB12_2_AM774474
qnr	QnrB13	qnrB13_1_EU273755
qnr	QnrB14	qnrB14_1_EU273757
qnr	QnrB15	qnrB15_1_EU302865
qnr	QnrB16	qnrB16_1_EU136183
qnr	QnrB17	qnrB17_1_JN173051
qnr	QnrB17	qnrB17_2_AM919398
qnr	QnrB18	qnrB18_1_AM919399
qnr	QnrB19	qnrB19_1_EU432277
qnr	QnrB2	qnrB2_1_DQ351242
qnr	QnrB20	qnrB20_1_AB379831
qnr	QnrB21	qnrB21_1_FJ611948
qnr	QnrB22	qnrB22_1_FJ981621
qnr	QnrB23	qnrB23_1_FJ981622
qnr	QnrB24	qnrB24_1_HM192542
qnr	QnrB25	qnrB25_1_HQ172108
qnr	QnrB26	qnrB26_1_HQ386846
qnr	QnrB27	qnrB27_1_HM439641
qnr	QnrB28	qnrB28_1_HM439643
qnr	QnrB29	qnrB29_1_HM439649
qnr	QnrB3	qnrB3_1_DQ303920
qnr	QnrB30	qnrB30_1_HM439650
qnr	QnrB31	qnrB31_1_HQ418999
qnr	QnrB32	qnrB32_2_JN173054
qnr	QnrB33	qnrB33_1_JN173055
qnr	QnrB34	qnrB34_1_JN173056
qnr	QnrB35	qnrB35_1_JN173057
qnr	QnrB36	qnrB36_1_JN173058
qnr	QnrB37	qnrB37_1_JN173059
qnr	QnrB38	qnrB38_1_JN173060
qnr	QnrB39	qnrB39_1_ABWL02000005
qnr	QnrB4	qnrB4_1_DQ303921
qnr	QnrB40	qnrB40_1_JN166689
qnr	QnrB41	qnrB41_1_JN166690
qnr	QnrB42	qnrB42_1_JN680743
qnr	QnrB43	qnrB43_1_JQ349151
qnr	QnrB44	qnrB44_1_JQ349153
qnr	QnrB45	qnrB45_1_JQ349152
qnr	QnrB46	qnrB46_1_JQ349154
qnr	QnrB47	qnrB47_1_JQ349155
qnr	QnrB48	qnrB48_1_JQ762640
qnr	QnrB49	qnrB49_1_JQ582718
qnr	QnrB5	qnrB5_1_DQ303919
qnr	QnrB50	qnrB50_1_JX440357
qnr	QnrB51	qnrB51_1_JX440358
qnr	QnrB52	qnrB52_1_EF488762
qnr	QnrB53	qnrB53_1_HQ704413
qnr	QnrB54	qnrB54_1_HE820727
qnr	QnrB55	qnrB55_1_KF730650
qnr	QnrB56	qnrB56_1_JX259317
qnr	QnrB57	qnrB57_1_JX259318
qnr	QnrB58	qnrB58_1_JX259319
qnr	QnrB59	qnrB59_1_JX259320
qnr	QnrB6	qnrB6_1_EF520349
qnr	QnrB6	qnrB6_2_EF523819
qnr	QnrB60	qnrB60_1_AB734055
qnr	QnrB61	qnrB61_1_AB734053
qnr	QnrB62	qnrB62_1_JX987101
qnr	QnrB64	qnrB64_1_KC580653
qnr	QnrB65	qnrB65_1_KC580654
qnr	QnrB66	qnrB66_1_KC580655
qnr	QnrB67	qnrB67_1_KC580656
qnr	QnrB68	qnrB68_1_KC580657
qnr	QnrB69	qnrB69_1_KC580658
qnr	QnrB7	qnrB7_1_EU043311
qnr	QnrB70	qnrB70_1_KC580659
qnr	QnrB71	qnrB71_1_KC580660
qnr	QnrB72	qnrB72_1_KC741443
qnr	QnrB73	qnrB73_1_KF443075
qnr	QnrB74	qnrB74_1_KJ415247
qnr	QnrB75	qnrB75_1_KP207591
qnr	QnrB76	qnrB76_1_KM985469
qnr	QnrB77	qnrB77_1_KM985470
qnr	QnrB78	qnrB78_1_KM985471
qnr	QnrB79	qnrB79_1_KM985472
qnr	QnrB8	qnrB8_1_EU043312
qnr	QnrB80	qnrB80_1_KM985473
qnr	QnrB81	qnrB81_1_KX372671
qnr	QnrB82	qnrB82_1_KX372672
qnr	QnrB88	qnrB88_1_KX118608
qnr	QnrB9	qnrB9_1_EF526508
qnr	QnrC	qnrC_1_EU917444
qnr	QnrD1	qnrD1_1_FJ228229
qnr	QnrD2	qnrD2_1_KF055448
qnr	QnrD3	qnrD3_1_KX130945
qnr	QnrE1	qnrE1_1_KY073238
qnr	QnrS1	qnrS1_1_AB187515
qnr	QnrS2	qnrS2_1_DQ485530
qnr	QnrS3	qnrS3_1_EU077611
qnr	QnrS4	qnrS4_1_FJ418153
qnr	QnrS5	qnrS5_1_HQ631377
qnr	QnrS6	qnrS6_1_HQ631376
qnr	QnrS7	qnrS7_1_KF730651
qnr	QnrS8	qnrS8_1_KF730652
qnr	QnrS9	qnrS9_1_KF732714
qnr	QnrVC1	qnrVC1_1_EU436855
qnr	QnrVC3	qnrVC3_1_HM015626
qnr	QnrVC4	qnrVC4_1_GQ891757
qnr	QnrVC5	qnrVC5_1_JN408080
qnr	QnrVC6	qnrVC6_1_KC202804
qnr	QnrVC7	qnrVC7_1_KM555152
rmt	rmtA	rmtA_1_AB120321
rmt	rmtB	rmtB_1_AB103506
rmt	rmtB2	rmtB2_1_JN968578
rmt	rmtC	rmtC_1_AB194779
rmt	rmtD	rmtD_1_DQ914960
rmt	rmtD2	rmtD2_1_HQ401565
rmt	rmtE	rmtE_1_GU201947
rmt	rmtF	rmtf_1_JQ808129
rmt	rmtG	rmtG_1_KJ004567
rmt	rmtH	rmtH_1_KC544262
sal	salA	sal_A__1_KC693025
sgm	sgm	sgm_1_M87057
spc	spc	spc_1_X02588
srm	srmB	srm_B__1_X63451
str	str	str_1_X92946
str	str	str_2_FN435330
str	str	str_3_AM932524
str	strA	strA_1_M96392
sul	sul1	sul1_10_DQ143913
sul	sul1	sul1_11_DQ914960
sul	sul1	sul1_14_AJ517791
sul	sul1	sul1_15_EF667294
sul	sul1	sul1_17_AM746675
sul	sul1	sul1_18_AY260546
sul	sul1	sul1_19_DQ125241
sul	sul1	sul1_2_U12338
sul	sul1	sul1_20_JF262165
sul	sul1	sul1_21_AJ971344
sul	sul1	sul1_22_AY115475
sul	sul1	sul1_23_AJ621187
sul	sul1	sul1_24_EU117158
sul	sul1	sul1_25_AY878717
sul	sul1	sul1_26_AY524415
sul	sul1	sul1_27_GU562437
sul	sul1	sul1_28_JN790946
sul	sul1	sul1_29_AJ746361
sul	sul1	sul1_3_EU855787
sul	sul1	sul1_30_JF262178
sul	sul1	sul1_31_AM040449
sul	sul1	sul1_32_EF592571
sul	sul1	sul1_33_AJ564903
sul	sul1	sul1_34_AY047357
sul	sul1	sul1_35_AB281182
sul	sul1	sul1_36_X15024
sul	sul1	sul1_37_AF188331
sul	sul1	sul1_38_BX248359
sul	sul1	sul1_39_AY522923
sul	sul1	sul1_5_EU780013
sul	sul1	sul1_7_FJ715937
sul	sul1	sul1_8_JN581942
sul	sul1	sul1_9_AY963803
sul	sul2	sul2_1_AF542061
sul	sul2	sul2_10_AM183225
sul	sul2	sul2_11_AY232670
sul	sul2	sul2_12_AF497970
sul	sul2	sul2_13_AJ289135
sul	sul2	sul2_14_AJ514834
sul	sul2	sul2_15_FJ968160
sul	sul2	sul2_17_U57647
sul	sul2	sul2_18_AJ830714
sul	sul2	sul2_19_AJ319822
sul	sul2	sul2_2_AY034138
sul	sul2	sul2_20_AJ830710
sul	sul2	sul2_21_AB366440
sul	sul2	sul2_3_HQ840942
sul	sul2	sul2_5_AY524415
sul	sul2	sul2_6_FN995456
sul	sul2	sul2_7_HM486907
sul	sul2	sul2_8_AJ877041
sul	sul2	sul2_9_FJ197818
sul	sul3	sul3_2_AJ459418
tcr3	tcr3	tcr3_1_D38215
tet	tet(0/32/0)	tet_0_32_0__2_AJ295238
tet	tet(0/32/0)	tet_0_32_0__3_NZ_AUJS01000017
tet	tet(0/32/0)	tet_0_32_0__4_AINH01000038
tet	tet(0/32/0)	tet_0_32_0__5_NZ_AINJ01000054
tet	tet(0/32/0)	tet_0_32_0__6_AIOQ01000025
tet	tet(0/32/0)	tet_0_32_0__7_FP929050
otr	otrA	tet_1_M74049
tet	tet(30)	tet_30__1_AF090987
tet	tet(31)	tet_31__1_GQ283908
tet	tet(31)	tet_31__2_AJ250203
tet	tet(32)	tet_32__1_EU722333
tet	tet(32)	tet_32__2_EF626943
tet	tet(33)	tet_33__1_AY255627
tet	tet(33)	tet_33__2_DQ390458
tet	tet(34)	tet_34__1_AB061440
tet	tet(35)	tet_35__1_AF353562
tet	tet(36)	tet_36__1_AJ514254
tet	tet(37)	tet_37__1_AF540889
tet	tet(39)	tet_39__1_KT346360
tet	tet(40)	tet_40__1_FJ158002
tet	tet(40)	tet_40__2_AM419751
tet	tet(41)	tet_41__1_AY264780
tet	tet(42)	tet_42__1_EU523697
tet	tet(43)	tet_43__1_GQ244501
tet	tet(44)	tet_44__1_NZ_ABDU01000081
tet	tet(44)	tet_44__2_FN594949
tet	tet(45)	tet_45__1_JF837331
tet	tet(47)	tet_47__1_KR857681
tet	tet(48)	tet_48__1_KR857682
tet	tet(49)	tet_49__1_KR857683
tet	tet(50)	tet_50__1_KR857684
tet	tet(51)	tet_51__1_KR857685
tet	tet(52)	tet_52__1_KR857686
tet	tet(53)	tet_53__1_KR857687
tet	tet(54)	tet_54__1_KR857688
tet	tet(55)	tet_55__1_KR857689
tet	tet(57)	tet_57__1_KP137702
tet	tet(59)	tet_59__1_KU736878
tet	tetA	tet_A__1_AJ313332
tet	tetA	tet_A__2_X00006
tet	tetA	tet_A__3_AY196695
tet	tetA	tet_A__4_AJ517790
tet	tetA	tet_A__5_AJ419171
tet	tetA	tet_A__6_AF534183
tet	tetB	tet_B__1_AP000342
tet	tetB	tet_B__2_AF326777
tet	tetB	tet_B__3_AJ277653
tet	tetC	tet_C__1_NC_003123
tet	tetC	tet_C__2_AY046276
tet	tetC	tet_C__3_AF055345
tet	tetC	tet_C__4_AY043298
tet	tetD	tet_D__1_AF467077
tet	tetD	tet_D__2_X65876
tet	tetE	tet_E__1_Y19116
tet	tetE	tet_E__2_L06940
tet	tetE	tet_E__3_CP000645
tet	tetG	tet_G__1_AF133139
tet	tetG	tet_G__2_AF133140
tet	tetG	tet_G__3_S52437
tet	tetH	tet_H__1_Y16103
tet	tetH	tet_H__2_AJ245947
tet	tetH	tet_H__3_Y15510
tet	tetH	tet_H__4_U00792
tet	tetJ	tet_J__1_ACLE01000065
tet	tetJ	tet_J__2_AF038993
tet	tetK	tet_K__1_U38656
tet	tetK	tet_K__2_J01764
tet	tetL	tet_L__1_HM235948
tet	tetL	tet_L__2_M29725
tet	tetL	tet_L__3_M11036
tet	tetL	tet_L__4_D00006
tet	tetL	tet_L__5_X08034
tet	tetL	tet_L__6_D12567
tet	tetL	tet_L__7_X60828
tet	tetL	tet_L__8_AY081910
tet	tetM	tet_M__1_X92947
tet	tetM	tet_M__10_EU182585
tet	tetM	tet_M__11_JN846696
tet	tetM	tet_M__12_FR671418
tet	tetM	tet_M__13_AM990992
tet	tetM	tet_M__2_X90939
tet	tetM	tet_M__3_U08812
tet	tetM	tet_M__4_X75073
tet	tetM	tet_M__5_U58985
tet	tetM	tet_M__6_M21136
tet	tetM	tet_M__7_FN433596
tet	tetM	tet_M__8_X04388
tet	tetM	tet_M__9_X56353
tet	tetO	tet_O__1_M18896
tet	tetO	tet_O__2_M20925
tet	tetO	tet_O__3_Y07780
tet	tetO	tet_O__4_AIOQ01000025
tet	tet(O/32/O)	tet_O_32_O__1_JQ740052
tet	tet(O/W)	tet_O_W__1_AM889118
tet	tet(O/W)	tet_O_W__2_AM889119
tet	tet(O/W)	tet_O_W__3_AM889120
tet	tet(O/W)	tet_O_W__4_AM889121
tet	tet(O/W)	tet_O_W__5_AM889122
tet	tet(O/W)-1	tet_O_W_-1_1_AY485126
tet	tet(O/W)-2	tet_O_W_-2_1_AY485122
tet	tet(O/W/32/O)	tet_O_W_32_O__1_EF065523
tet	tet(O/W/32/O)	tet_O_W_32_O__2_FM164392
tet	tet(O/W/32/O)	tet_O_W_32_O__3_FR823304
tet	tet(O/W/32/O)	tet_O_W_32_O__4_FR824044
tet	tet(O/W/32/O)	tet_O_W_32_O__5_JQ740053
tet	tet(O/W/32/O/W/O)	tet_O_W_32_O_W_O__1_DQ525023
tet	tet(O/W/32/O/W/O)	tet_O_W_32_O_W_O__2_DQ679926
tet	tet(O/W/O)	tet_O_W_O_-1_1_AY196921
tet	tet(O/W/O)	tet_O_W_O_-2_1_AY196920
tet	tet(O/W/O)	tet_O_W_O_-3_1_EF065524
tet	tetQ	tet_Q__1_L33696
tet	tetQ	tet_Q__2_X58717
tet	tetQ	tet_Q__3_U73497
tet	tetQ	tet_Q__4_Z21523
tet	tetS	tet_S__1_DQ377340
tet	tetS	tet_S__2_L09756
tet	tetS	tet_S__3_X92946
tet	tetS	tet_S__4_AY534326
tet	tet(S/M)	tet_S_M__1_HM367711
tet	tet(S/M)	tet_S_M__2_AY534326
tet	tetT	tet_T__1_L42544
tet	tetT	tet_T__2_AY660530
tet	tetV	tet_V__1_AF030344
tet	tetW	tet_W__1_DQ060146
tet	tetW	tet_W__2_AY049983
tet	tetW	tet_W__3_AJ427421
tet	tetW	tet_W__4_FN396364
tet	tetW	tet_W__5_AJ427422
tet	tet(W/32/O)	tet_W_32_O__1_AM710601
tet	tet(W/32/O)	tet_W_32_O__2_AM710602
tet	tet(W/32/O)	tet_W_32_O__3_AM710603
tet	tet(W/32/O)	tet_W_32_O__4_AM710604
tet	tet(W/32/O)	tet_W_32_O__5_AM710605
